"","playerID","yearID","votedBy","ballots","needed","votes","inducted","category","needed_note"
"88","allendi01",1994,"BBWAA",456,342,66,"N","Player",NA
"89","allendi01",1995,"BBWAA",460,345,72,"N","Player",NA
"90","allendi01",1996,"BBWAA",470,353,89,"N","Player",NA
"91","allendi01",1997,"BBWAA",473,353,79,"N","Player",NA
"92","allendi01",2003,"Veterans - Players",81,61,13,"N","Player",NA
"93","allendi01",2005,"Veterans - Players",80,60,12,"N","Player",NA
"94","allendi01",2007,"Veterans - Players",84,62,11,"N","Player",NA
"95","allendi01",2009,"Veterans - 1943 and Later",64,48,7,"N","Player",NA
"96","allendi01",2015,"Veterans - Golden Era",16,12,11,"N","Player",NA
"97","allendi01",2022,"Veterans - Golden Age Era",16,12,11,"N","Player",NA
"98","allenjo02",1955,"BBWAA",251,189,1,"N","Player",NA
"99","allenjo02",2003,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"100","allenne02",2006,"Negro League",NA,NA,NA,"N","Player",NA
"101","alleyge01",1979,"BBWAA",432,324,0,"N","Player",NA
"102","allisdo01",1936,"Veterans",78,59,1,"N","Player",NA
"103","alomaro01",2010,"BBWAA",539,405,397,"N","Player",NA
"104","alomaro01",2011,"BBWAA",581,436,523,"Y","Player",NA
"105","alomasa02",2013,"BBWAA",569,427,16,"N","Player",NA
"106","aloufe01",1980,"BBWAA",385,289,3,"N","Player",NA
"107","aloufe01",2003,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"108","aloufe01",2005,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"109","aloufe01",2007,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"110","alouje01",1985,"BBWAA",395,297,1,"N","Player",NA
"111","alouma01",1980,"BBWAA",385,289,5,"N","Player",NA
"112","aloumo01",2014,"BBWAA",571,429,6,"N","Player",NA
"113","alstowa01",1979,"Veterans",NA,NA,NA,"N","Manager","At least 1 vote"
"114","alstowa01",1980,"Veterans",NA,NA,NA,"N","Manager","Finalist"
"115","alstowa01",1981,"Veterans",NA,NA,NA,"N","Manager",NA
"116","alstowa01",1982,"Veterans",NA,NA,NA,"N","Manager",NA
"117","alstowa01",1983,"Veterans",NA,NA,NA,"Y","Manager",NA
"118","altroni01",1937,"BBWAA",201,151,3,"N","Player",NA
"119","altroni01",1938,"BBWAA",262,197,7,"N","Player",NA
"120","altroni01",1939,"BBWAA",274,206,6,"N","Player",NA
"121","altroni01",1953,"BBWAA",264,198,1,"N","Player",NA
"122","altroni01",1954,"BBWAA",252,189,2,"N","Player",NA
"123","altroni01",1956,"BBWAA",193,145,1,"N","Player",NA
"124","altroni01",1958,"BBWAA",266,200,20,"N","Player",NA
"125","altroni01",1960,"BBWAA",269,202,18,"N","Player",NA
"126","anderbr01",2008,"BBWAA",543,408,0,"N","Player",NA
"127","anderga01",2016,"BBWAA",440,330,1,"N","Player",NA
"128","andersp01",2000,"Veterans",NA,NA,NA,"Y","Manager",NA
"129","ankieri01",2019,"BBWAA",425,319,0,"N","Player",NA
"130","ansonca01",1936,"Veterans",78,59,39,"N","Player",NA
"131","ansonca01",1939,"Old Timers",NA,NA,NA,"Y","Player",NA
"132","aparilu01",1979,"BBWAA",432,324,120,"N","Player",NA
"133","aparilu01",1980,"BBWAA",385,289,124,"N","Player",NA
"134","aparilu01",1981,"BBWAA",401,301,148,"N","Player",NA
"135","aparilu01",1982,"BBWAA",415,312,174,"N","Player",NA
"136","aparilu01",1983,"BBWAA",374,281,252,"N","Player",NA
"137","aparilu01",1984,"BBWAA",403,303,341,"Y","Player",NA
"138","appieke01",2010,"BBWAA",539,405,1,"N","Player",NA
"139","applilu01",1953,"BBWAA",264,198,2,"N","Player",NA
"140","applilu01",1955,"BBWAA",251,189,3,"N","Player",NA
"141","applilu01",1956,"BBWAA",193,145,14,"N","Player",NA
"142","applilu01",1958,"BBWAA",266,200,77,"N","Player",NA
"143","applilu01",1960,"BBWAA",269,202,72,"N","Player",NA
"144","applilu01",1962,"BBWAA",160,120,48,"N","Player",NA
"145","applilu01",1964,"BBWAA",201,151,142,"N","Player",NA
"146","applilu01",1964,"Run Off",201,NA,189,"Y","Player","Player receiving most votes inducted"
"147","archeji01",1937,"BBWAA",201,151,6,"N","Player",NA
"148","archeji01",1938,"BBWAA",262,197,7,"N","Player",NA
"149","archeji01",1939,"BBWAA",274,206,3,"N","Player",NA
"150","arroybr01",2023,"BBWAA",389,292,1,"N","Player",NA
"151","ashburi01",1968,"BBWAA",283,213,6,"N","Player",NA
"152","ashburi01",1969,"BBWAA",340,255,10,"N","Player",NA
"153","ashburi01",1970,"BBWAA",300,225,11,"N","Player",NA
"154","ashburi01",1971,"BBWAA",360,270,10,"N","Player",NA
"155","ashburi01",1972,"BBWAA",396,297,11,"N","Player",NA
"156","ashburi01",1973,"BBWAA",380,285,25,"N","Player",NA
"157","ashburi01",1974,"BBWAA",365,274,56,"N","Player",NA
"158","ashburi01",1975,"BBWAA",362,272,76,"N","Player",NA
"159","ashburi01",1976,"BBWAA",388,291,85,"N","Player",NA
"160","ashburi01",1977,"BBWAA",383,288,139,"N","Player",NA
"161","ashburi01",1978,"BBWAA",379,285,158,"N","Player",NA
"162","ashburi01",1979,"BBWAA",432,324,130,"N","Player",NA
"163","ashburi01",1980,"BBWAA",385,289,134,"N","Player",NA
"164","ashburi01",1981,"BBWAA",401,301,142,"N","Player",NA
"165","ashburi01",1982,"BBWAA",415,312,126,"N","Player",NA
"166","ashburi01",1986,"Veterans",NA,NA,NA,"N","Player",NA
"167","ashburi01",1987,"Veterans",NA,NA,NA,"N","Player",NA
"168","ashburi01",1988,"Veterans",18,14,NA,"N","Player",NA
"169","ashburi01",1989,"Veterans",NA,NA,NA,"N","Player",NA
"170","ashburi01",1990,"Veterans",14,11,NA,"N","Player","Had 8 or 9 votes"
"171","ashburi01",1994,"Veterans",NA,NA,NA,"N","Player","Highest vote-getter behind Rizzuto"
"172","ashburi01",1995,"Veterans",NA,NA,NA,"Y","Player",NA
"173","aurilri01",2015,"BBWAA",549,412,0,"N","Player",NA
"174","ausmubr01",2016,"BBWAA",440,330,0,"N","Player",NA
"175","austiji01",1958,"BBWAA",266,200,1,"N","Player",NA
"176","autryge99",2003,"Veterans - Contributors",NA,NA,NA,"N","Executive","Preliminary ballot (60 contributors)"
"177","autryge99",2007,"Veterans - Contributors",NA,NA,NA,"N","Executive","Preliminary ballot (60 contributors)"
"178","autryge99",2010,"Veterans - Executives",16,12,NA,"N","Executive","<3 votes"
"179","averiea01",1949,"BBWAA",153,115,1,"N","Player",NA
"180","averiea01",1952,"BBWAA",234,176,2,"N","Player",NA
"181","averiea01",1955,"BBWAA",251,189,2,"N","Player",NA
"182","averiea01",1956,"BBWAA",193,145,3,"N","Player",NA
"183","averiea01",1958,"BBWAA",266,200,14,"N","Player",NA
"184","averiea01",1960,"BBWAA",269,202,11,"N","Player",NA
"185","averiea01",1962,"BBWAA",160,120,3,"N","Player",NA
"186","averiea01",1963,"Veterans",NA,NA,NA,"N","Player","Group B - Rule change removed from BBWAA ballot - two could be elected from Group B"
"187","averiea01",1975,"Veterans",NA,NA,NA,"Y","Player",NA
"188","avilabo01",2003,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"189","baergca01",2011,"BBWAA",581,436,0,"N","Player",NA
"190","bagweje01",2011,"BBWAA",581,436,242,"N","Player",NA
"191","bagweje01",2012,"BBWAA",573,430,321,"N","Player",NA
"192","bagweje01",2013,"BBWAA",569,427,339,"N","Player",NA
"193","bagweje01",2014,"BBWAA",571,429,310,"N","Player",NA
"194","bagweje01",2015,"BBWAA",549,412,306,"N","Player",NA
"195","bagweje01",2016,"BBWAA",440,330,315,"N","Player",NA
"196","bagweje01",2017,"BBWAA",442,332,381,"Y","Player",NA
"197","bahnsst01",1988,"BBWAA",427,321,0,"N","Player",NA
"198","bailebo01",1984,"BBWAA",403,303,1,"N","Player",NA
"199","bailobo01",1991,"BBWAA",443,333,0,"N","Player",NA
"200","baineha01",2007,"BBWAA",545,409,29,"N","Player",NA
"201","baineha01",2008,"BBWAA",543,408,28,"N","Player",NA
"202","baineha01",2009,"BBWAA",539,405,32,"N","Player",NA
"203","baineha01",2010,"BBWAA",539,405,33,"N","Player",NA
"204","baineha01",2011,"BBWAA",581,436,28,"N","Player",NA
"205","baineha01",2017,"Veterans - Today's Game Era",16,12,NA,"N","Player","<5 votes"
"206","baineha01",2019,"Veterans - Today's Game Era",16,12,12,"Y","Player",NA
"207","bakerdu01",1992,"BBWAA",430,323,4,"N","Player",NA
"208","bakerfr01",1936,"BBWAA",226,170,1,"N","Player",NA
"209","bakerfr01",1937,"BBWAA",201,151,13,"N","Player",NA
"210","bakerfr01",1938,"BBWAA",262,197,32,"N","Player",NA
"211","bakerfr01",1939,"BBWAA",274,206,30,"N","Player",NA
"212","bakerfr01",1942,"BBWAA",233,175,39,"N","Player",NA
"213","bakerfr01",1945,"BBWAA",247,186,26,"N","Player",NA
"214","bakerfr01",1946,"Final Ballot",263,198,36,"N","Player",NA
"215","bakerfr01",1946,"Nominating Vote",202,NA,39,"N","Player","Players in top 20 proceed to final ballot"
"216","bakerfr01",1947,"BBWAA",161,121,49,"N","Player",NA
"217","bakerfr01",1948,"BBWAA",121,91,4,"N","Player",NA
"218","bakerfr01",1950,"BBWAA",168,126,4,"N","Player",NA
"219","bakerfr01",1951,"BBWAA",226,170,8,"N","Player",NA
"220","bakerfr01",1953,"Veterans",NA,NA,NA,"N","Player",NA
"221","bakerfr01",1955,"Veterans",NA,NA,NA,"Y","Player",NA
"222","ballale99",1995,"Veterans",NA,NA,NA,"N","Umpire",NA
"223","ballne01",1953,"Veterans",NA,NA,NA,"N","Player",NA
"224","ballne01",1955,"Veterans",NA,NA,NA,"N","Player",NA
"225","bancrda01",1937,"BBWAA",201,151,3,"N","Player",NA
"226","bancrda01",1938,"BBWAA",262,197,2,"N","Player",NA
"227","bancrda01",1939,"BBWAA",274,206,1,"N","Player",NA
"228","bancrda01",1946,"Nominating Vote",202,NA,1,"N","Player","Players in top 20 proceed to final ballot"
"229","bancrda01",1948,"BBWAA",121,91,4,"N","Player",NA
"230","bancrda01",1949,"BBWAA",153,115,5,"N","Player",NA
"231","bancrda01",1950,"BBWAA",168,126,9,"N","Player",NA
"232","bancrda01",1951,"BBWAA",226,170,9,"N","Player",NA
"233","bancrda01",1952,"BBWAA",234,176,11,"N","Player",NA
"234","bancrda01",1953,"BBWAA",264,198,10,"N","Player",NA
"235","bancrda01",1954,"BBWAA",252,189,10,"N","Player",NA
"236","bancrda01",1955,"BBWAA",251,189,19,"N","Player",NA
"237","bancrda01",1956,"BBWAA",193,145,15,"N","Player",NA
"238","bancrda01",1958,"BBWAA",266,200,43,"N","Player",NA
"239","bancrda01",1960,"BBWAA",269,202,30,"N","Player",NA
"240","bancrda01",1962,"Veterans",NA,NA,NA,"N","Player","Preliminary poll"
"241","bancrda01",1963,"Veterans",NA,NA,NA,"N","Player","Group A - Holdover from 1962 ballot - two could be elected from Group A"
"242","bancrda01",1964,"Veterans",NA,NA,NA,"N","Player",NA
"243","bancrda01",1971,"Veterans",NA,NA,NA,"Y","Player",NA
"244","bandosa01",1987,"BBWAA",413,310,3,"N","Player",NA
"245","bandosa01",2003,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"246","bandosa01",2005,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"247","bandosa01",2007,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"248","bankser01",1977,"BBWAA",383,288,321,"Y","Player",NA
"249","barbest01",1980,"BBWAA",385,289,0,"N","Player",NA
"250","barlial99",1981,"Veterans",NA,NA,NA,"N","Umpire",NA
"251","barlial99",1982,"Veterans",NA,NA,NA,"N","Umpire",NA
"252","barlial99",1983,"Veterans",NA,NA,NA,"N","Umpire",NA
"253","barlial99",1984,"Veterans",NA,NA,NA,"N","Umpire","Came closest among umpires"
"254","barlial99",1985,"Veterans",NA,NA,NA,"N","Umpire",NA
"255","barlial99",1986,"Veterans",NA,NA,NA,"N","Umpire",NA
"256","barlial99",1987,"Veterans",NA,NA,NA,"N","Umpire",NA
"257","barlial99",1988,"Veterans",NA,NA,NA,"N","Umpire",NA
"258","barlial99",1989,"Veterans",17,13,13,"Y","Umpire","Inducted with 13 of 17 votes"
"259","barnero01",1936,"Veterans",78,59,3,"N","Player",NA
"260","barrji01",1989,"BBWAA",447,336,0,"N","Player",NA
"261","barroed99",1953,"Veterans",NA,NA,NA,"Y","Executive",NA
"262","barryja01",1938,"BBWAA",262,197,3,"N","Player",NA
"263","barryja01",1939,"BBWAA",274,206,1,"N","Player",NA
"264","bartedi01",1948,"BBWAA",121,91,1,"N","Player",NA
"265","bartedi01",1951,"BBWAA",226,170,1,"N","Player",NA
"266","bartedi01",1958,"BBWAA",266,200,1,"N","Player",NA
"267","bartedi01",1960,"BBWAA",269,202,1,"N","Player",NA
"268","bartedi01",1983,"Veterans",NA,NA,NA,"N","Player",NA
"269","bartedi01",1984,"Veterans",NA,NA,NA,"N","Player",NA
"270","bartedi01",1988,"Veterans",18,14,NA,"N","Player",NA
"271","bartedi01",1995,"Veterans",NA,NA,NA,"N","Player",NA
"272","bartedi01",2003,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"273","bartedi01",2005,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"274","bartedi01",2007,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"275","bartobo01",1980,"BBWAA",385,289,0,"N","Player",NA
"276","battijo01",1936,"Veterans",78,59,1,"N","Player",NA
"277","bauerha01",1967,"BBWAA",292,219,23,"N","Player",NA
"278","bauerha01",1967,"Run Off",306,NA,9,"N","Player","Player receiving most votes inducted"
"279","bautijo02",2024,"BBWAA",385,289,6,"N","Player",NA
"280","bavasbu99",2003,"Veterans - Contributors",79,60,34,"N","Executive",NA
"281","bavasbu99",2007,"Veterans - Contributors",81,61,30,NA,"Executive",NA
"282","bavasbu99",2008,"Veterans - Executives",12,9,NA,"N","Executive","<3 votes"
"283","bavasbu99",2012,"Veterans - Golden Era",16,12,NA,"N","Executive","<3 votes"
"284","bayja01",2019,"BBWAA",425,319,0,"N","Player",NA
"285","baylodo01",1994,"BBWAA",456,342,12,"N","Player",NA
"286","baylodo01",1995,"BBWAA",460,345,12,"N","Player",NA
"287","beaucji01",1979,"BBWAA",432,324,0,"N","Player",NA
"288","beaumgi01",1938,"BBWAA",262,197,1,"N","Player",NA
"289","beaumgi01",1942,"BBWAA",233,175,1,"N","Player",NA
"290","beaumgi01",1945,"BBWAA",247,186,1,"N","Player",NA
"291","beaumgi01",1946,"Nominating Vote",202,NA,1,"N","Player","Players in top 20 proceed to final ballot"
"292","beaumgi01",1982,"Veterans",NA,NA,NA,"N","Player",NA
"293","beaumgi01",2003,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"294","beaumgi01",2005,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"295","beaumgi01",2007,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"296","beckegl01",1981,"BBWAA",401,301,1,"N","Player",NA
"297","beckegl01",2003,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"298","beckejo02",2020,"BBWAA",397,298,0,"N","Player",NA
"299","becklja01",1936,"Veterans",78,59,1,"N","Player",NA
"300","becklja01",1942,"BBWAA",233,175,1,"N","Player",NA
"301","becklja01",1953,"Veterans",NA,NA,NA,"N","Player",NA
"302","becklja01",1955,"Veterans",NA,NA,NA,"N","Player",NA
"303","becklja01",1957,"Veterans",NA,NA,NA,"N","Player",NA
"304","becklja01",1959,"Veterans",NA,NA,NA,"N","Player",NA
"305","becklja01",1961,"Veterans",NA,NA,NA,"N","Player","Preliminary poll"
"306","becklja01",1962,"Veterans",NA,NA,NA,"N","Player","Preliminary poll"
"307","becklja01",1963,"Veterans",NA,NA,NA,"N","Player","Group A - Holdover from 1962 ballot - two could be elected from Group A"
"308","becklja01",1964,"Veterans",NA,NA,NA,"N","Player",NA
"309","becklja01",1971,"Veterans",NA,NA,NA,"Y","Player",NA
"310","beckro01",2008,"BBWAA",543,408,2,"N","Player",NA
"311","beckwjo02",1982,"Veterans",NA,NA,NA,"N","Player",NA
"312","beckwjo02",2006,"Negro League",NA,NA,NA,"N","Player",NA
"313","bedrost01",2001,"BBWAA",515,387,1,"N","Player",NA
"314","belanma01",1988,"BBWAA",427,321,16,"N","Player",NA
"315","belanma01",2005,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"316","belanma01",2007,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"317","bellbu01",1995,"BBWAA",460,345,8,"N","Player",NA
"318","bellco99",1974,"Negro League",NA,NA,NA,"Y","Player",NA
"319","belleal01",2006,"BBWAA",520,390,40,"N","Player",NA
"320","belleal01",2007,"BBWAA",545,409,19,"N","Player",NA
"321","belleal01",2017,"Veterans - Today's Game Era",16,12,NA,"N","Player","<5 votes"
"322","belleal01",2019,"Veterans - Today's Game Era",16,12,NA,"N","Player","<5 votes"
"323","belleal01",2023,"Contemporary Era",16,12,NA,"N","Player","<4 votes"
"324","bellge02",1999,"BBWAA",497,373,6,"N","Player",NA
"325","bellhe01",2020,"BBWAA",397,298,0,"N","Player",NA
"326","bellja01",2009,"BBWAA",539,405,2,"N","Player",NA
"327","bellwi01",2006,"Negro League",NA,NA,NA,"N","Player",NA
"328","beltrad01",2024,"BBWAA",385,289,366,"Y","Player",NA
"329","beltrca01",2023,"BBWAA",389,292,181,"N","Player",NA
"330","beltrca01",2024,"BBWAA",385,289,220,"N","Player",NA
"331","benchjo01",1989,"BBWAA",447,336,431,"Y","Player",NA
"332","bendech01",1936,"BBWAA",226,170,2,"N","Player",NA
"333","bendech01",1937,"BBWAA",201,151,17,"N","Player",NA
"334","bendech01",1938,"BBWAA",262,197,33,"N","Player",NA
"335","bendech01",1939,"BBWAA",274,206,40,"N","Player",NA
"336","bendech01",1942,"BBWAA",233,175,55,"N","Player",NA
"337","bendech01",1945,"BBWAA",247,186,40,"N","Player",NA
"338","bendech01",1946,"Final Ballot",263,198,35,"N","Player",NA
"339","bendech01",1946,"Nominating Vote",202,NA,39,"N","Player","Players in top 20 proceed to final ballot"
"340","bendech01",1947,"BBWAA",161,121,72,"N","Player",NA
"341","bendech01",1948,"BBWAA",121,91,5,"N","Player",NA
"342","bendech01",1949,"BBWAA",153,115,2,"N","Player",NA
"343","bendech01",1950,"BBWAA",168,126,6,"N","Player",NA
"344","bendech01",1951,"BBWAA",226,170,35,"N","Player",NA
"345","bendech01",1952,"BBWAA",234,176,70,"N","Player",NA
"346","bendech01",1953,"BBWAA",264,198,104,"N","Player",NA
"347","bendech01",1953,"Veterans",NA,NA,NA,"Y","Player",NA
"348","benitar01",2014,"BBWAA",571,429,1,"N","Player",NA
"349","bennech01",1936,"Veterans",78,59,3,"N","Player",NA
"350","bentola01",1958,"BBWAA",266,200,1,"N","Player",NA
"351","bergema01",1937,"BBWAA",201,151,2,"N","Player",NA
"352","bergema01",1938,"BBWAA",262,197,1,"N","Player",NA
"353","bergema01",1939,"BBWAA",274,206,1,"N","Player",NA
"354","bergewa01",1956,"BBWAA",193,145,1,"N","Player",NA
"355","bergewa01",1958,"BBWAA",266,200,2,"N","Player",NA
"356","bergewa01",2003,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"357","bergewa01",2005,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"358","bergewa01",2007,"Veterans - Players",NA,NA,NA,"N","Player","Preliminary ballot (200 players)"
"359","bergmo01",1958,"BBWAA",266,200,4,"N","Player",NA
"360","bergmo01",1960,"BBWAA",269,202,5,"N","Player",NA
"361","berkmla01",2019,"BBWAA",425,319,5,"N","Player",NA
"362","berrayo01",1971,"BBWAA",360,270,242,"N","Player",NA
"363","berrayo01",1972,"BBWAA",396,297,339,"Y","Player",NA
"364","berrych02",1955,"BBWAA",251,189,1,"N","Player",NA
"365","berrych02",1958,"BBWAA",266,200,3,"N","Player",NA
"366","berryke01",1981,"BBWAA",401,301,0,"N","Player",NA
"367","bibbyji01",1990,"BBWAA",444,333,1,"N","Player",NA
"368","bicheda01",2007,"BBWAA",545,409,3,"N","Player",NA
"369","bigbeca01",1948,"BBWAA",121,91,1,"N","Player",NA
"370","biggicr01",2013,"BBWAA",569,427,388,"N","Player",NA
"371","biggicr01",2014,"BBWAA",571,429,427,"N","Player",NA
"372","biggicr01",2015,"BBWAA",549,412,454,"Y","Player",NA
"373","billija01",1986,"BBWAA",425,319,1,"N","Player",NA
"374","bishoma01",1955,"BBWAA",251,189,1,"N","Player",NA
"375","bishoma01",1956,"BBWAA",193,145,1,"N","Player",NA
"376","bishoma01",1958,"BBWAA",266,200,4,"N","Player",NA
"377","bishoma01",1960,"BBWAA",269,202,5,"N","Player",NA
"378","blackew01",1968,"BBWAA",283,213,5,"N","Player",NA
"379","blackew01",1969,"BBWAA",340,255,11,"N","Player",NA
"380","blackew01",1970,"BBWAA",300,225,14,"N","Player",NA
"381","bladera01",1958,"BBWAA",266,200,1,"N","Player",NA
